Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,TPE,PEK,Hainan Airlines (HU),Hainan Airlines,1070,02:38,,,,,738$gc,,,"Direct",2276,3364,2660
- -,TPE,PEN,China Airlines (CI),China Airlines,1947,04:23,,,,,738$gc,,,"Direct",2276,3308,1756
- -,TPE,PNH,EVA Air (BR),EVA Air,1421,03:20,,,,,321 M90$gc,,,"Direct",2276,3034,2091
- -,TPE,PNH,China Airlines (CI),China Airlines,1421,03:20,,,,,738$gc,,,"Direct",2276,3034,1756
- -,TPE,PUS,Air Busan (BX),Air Busan,834,02:10,,,,,321$gc,,,"Direct",2276,2372,5982
- -,TPE,PUS,China Airlines (CI),China Airlines,834,02:10,,,,,738$gc,,,"Direct",2276,2372,1756
- -,TPE,PVG,EVA Air (BR),EVA Air,420,01:20,,,,,744$gc,,,"Direct",2276,3406,2091
- -,TPE,PVG,Air China (CA),Air China,420,01:20,,,,,744 340$gc,,,"Direct",2276,3406,751
- -,TPE,PVG,China Airlines (CI),China Airlines,420,01:20,,,,,744$gc,,,"Direct",2276,3406,1756
- -,TPE,PVG,China Southern Airlines (CZ),China Southern Airlines,420,01:20,,,,,321$gc,,,"Direct",2276,3406,1767
- -,TPE,PVG,TransAsia Airways (GE),TransAsia Airways,420,01:20,,,,,321$gc,,,"Direct",2276,3406,5038
- -,TPE,PVG,China Eastern Airlines (MU),China Eastern Airlines,420,01:20,,,,,332$gc,,,"Direct",2276,3406,1758
- -,TPE,REP,TransAsia Airways (GE),TransAsia Airways,1389,03:16,,,,,321$gc,,,"Direct",2276,3035,5038
- -,TPE,RGN,China Airlines (CI),China Airlines,1710,03:55,,,,,738$gc,,,"Direct",2276,3239,1756
- -,TPE,ROR,China Airlines (CI),China Airlines,1505,03:30,,,,,738$gc,,,"Direct",2276,2256,1756
- -,TPE,ROR,TransAsia Airways (GE),TransAsia Airways,1505,03:30,,,,,320$gc,,,"Direct",2276,2256,5038
- -,TPE,SDJ,EVA Air (BR),EVA Air,1462,03:25,,,,,332$gc,,,"Direct",2276,2347,2091
- -,TPE,SDJ,All Nippon Airways (NH),All Nippon Airways,1462,03:25,,,,,332$gc,,,"Codeshare",2276,2347,324
- -,TPE,SEA,EVA Air (BR),EVA Air,6059,12:37,,,,,744$gc,,,"Direct",2276,3577,2091
- -,TPE,SEA,US Airways (US),US Airways,6059,12:37,,,,,744$gc,,,"Direct",2276,3577,5265
- -,TPE,SFO,EVA Air (BR),EVA Air,6453,13:24,,,,,77W$gc,,,"Direct",2276,3469,2091
- -,TPE,SFO,China Airlines (CI),China Airlines,6453,13:24,,,,,744$gc,,,"Direct",2276,3469,1756
- -,TPE,SFO,Delta Air Lines (DL),Delta Air Lines,6453,13:24,,,,,744$gc,,,"Codeshare",2276,3469,2009
- -,TPE,SFO,US Airways (US),US Airways,6453,13:24,,,,,77W$gc,,,"Direct",2276,3469,5265
- -,TPE,SGN,EVA Air (BR),EVA Air,1371,03:14,,,,,77W 332$gc,,,"Direct",2276,3205,2091
- -,TPE,SGN,China Airlines (CI),China Airlines,1371,03:14,,,,,333 343 738$gc,,,"Direct",2276,3205,1756
- -,TPE,SGN,Vietnam Airlines (VN),Vietnam Airlines,1371,03:14,,,,,332$gc,,,"Direct",2276,3205,5309
- -,TPE,SHE,Mandarin Airlines (AE),Mandarin Airlines,1132,02:45,,,,,321 333$gc,,,"Codeshare",2276,4144,3392
- -,TPE,SHE,Uni Air (B7),Uni Air,1132,02:45,,,,,321 320 M90$gc,,,"Codeshare",2276,4144,9082
- -,TPE,SHE,China Southern Airlines (CZ),China Southern Airlines,1132,02:45,,,,,321$gc,,,"Direct",2276,4144,1767
- -,TPE,SHE,Shenzhen Airlines (ZH),Shenzhen Airlines,1132,02:45,,,,,320$gc,,,"Direct",2276,4144,4611
- -,TPE,SIN,Jetstar Asia Airways (3K),Jetstar Asia Airways,2001,04:30,,,,,320$gc,,,"Direct",2276,3316,3021
- -,TPE,SIN,EVA Air (BR),EVA Air,2001,04:30,,,,,77W$gc,,,"Direct",2276,3316,2091
- -,TPE,SIN,China Airlines (CI),China Airlines,2001,04:30,,,,,738 333$gc,,,"Direct",2276,3316,1756
- -,TPE,SIN,Garuda Indonesia (GA),Garuda Indonesia,2001,04:30,,,,,333$gc,,,"Codeshare",2276,3316,2520
- -,TPE,SIN,Singapore Airlines (SQ),Singapore Airlines,2001,04:30,,,,,333$gc,,,"Direct",2276,3316,4435
- -,TPE,SIN,Tiger Airways (TR),Tiger Airways,2001,04:30,,,,,320$gc,,,"Direct",2276,3316,4936
- -,TPE,SIN,Scoot (TZ),Scoot,2001,04:30,,,,,772$gc,,,"Direct",2276,3316,17891
- -,TPE,SJW,Primaris Airlines (FE),Primaris Airlines,988,02:28,,,,,M83$gc,,,"Direct",2276,6347,4044
- -,TPE,SJW,China Eastern Airlines (MU),China Eastern Airlines,988,02:28,,,,,737$gc,,,"Direct",2276,6347,1758
- -,TPE,SUB,EVA Air (BR),EVA Air,2312,05:07,,,,,332$gc,,,"Direct",2276,3928,2091
- -,TPE,SYD,China Airlines (CI),China Airlines,4524,09:32,,,,,333$gc,,,"Direct",2276,3361,1756
- -,TPE,SYX,China Airlines (CI),China Airlines,890,02:16,,,,,E90$gc,,,"Direct",2276,4030,1756
- -,TPE,SZX,Uni Air (B7),Uni Air,497,01:29,,,,,74E 738$gc,,,"Codeshare",2276,3374,9082
- -,TPE,SZX,China Airlines (CI),China Airlines,497,01:29,,,,,744$gc,,,"Direct",2276,3374,1756
- -,TPE,SZX,China Southern Airlines (CZ),China Southern Airlines,497,01:29,,,,,321$gc,,,"Direct",2276,3374,1767
